CIK,risk_score,date
1547158,0.06,2021-01-01
1547282,1.1,2021-01-01
1547341,0,2021-01-01
1547432,1.1,2021-01-01
1547459,1.8,2021-01-01
1547546,0.73,2021-01-01
1547635,0,2021-01-01
1547638,1.1,2021-01-01
1547903,2.38,2021-01-01
1547994,0.06,2021-01-01
1548106,0,2021-01-01
1548187,0.73,2021-01-01
1548309,0.37,2021-01-01
1548717,0.06,2021-01-01
1548981,0.37,2021-01-01
1549084,0.73,2021-01-01
1549107,1.1,2021-01-01
1549346,2.38,2021-01-01
1549595,0,2021-01-01
1549686,0.06,2021-01-01
1549719,0,2021-01-01
1549756,0,2021-01-01
1549802,1.1,2021-01-01
1549848,2.38,2021-01-01
1549872,0.37,2021-01-01
1549922,2.38,2021-01-01
1549966,0.73,2021-01-01
1550603,0.73,2021-01-01
1550695,0.73,2021-01-01
1550910,0,2021-01-01
1550935,0.06,2021-01-01
1551040,0.06,2021-01-01
1551060,0.37,2021-01-01
1551152,2.38,2021-01-01
1551182,2.38,2021-01-01
1551306,3.69,2021-01-01
1551901,0.06,2021-01-01
1551975,0.06,2021-01-01
1551986,2.38,2021-01-01
1552000,2.38,2021-01-01
1552033,2.38,2021-01-01
1552198,2.38,2021-01-01
1552275,2.38,2021-01-01
1552451,2.38,2021-01-01
1552670,0.06,2021-01-01
1552700,0,2021-01-01
1552795,0.06,2021-01-01
1552797,2.38,2021-01-01
1552800,2.38,2021-01-01
1552890,0.37,2021-01-01
1553023,2.38,2021-01-01
1553079,0.84,2021-01-01
1553326,0,2021-01-01
1553467,0.06,2021-01-01
1553643,2.38,2021-01-01
1553788,2.38,2021-01-01
1553846,1.1,2021-01-01
1554625,0.06,2021-01-01
1554697,0.06,2021-01-01
1554859,1.8,2021-01-01
1554875,0,2021-01-01
1555039,2.38,2021-01-01
1555074,0.73,2021-01-01
1555177,0,2021-01-01
1555279,1.1,2021-01-01
1555280,2.38,2021-01-01
1555492,0,2021-01-01
1555515,0.06,2021-01-01
1555538,0.95,2021-01-01
1555887,0.06,2021-01-01
1556263,2.38,2021-01-01
1556266,1.8,2021-01-01
1556336,0.06,2021-01-01
1556364,0.37,2021-01-01
1556593,2.38,2021-01-01
1556727,0.73,2021-01-01
1556739,1.36,2021-01-01
1556766,0.37,2021-01-01
1556884,0.37,2021-01-01
1557142,2.38,2021-01-01
1557255,0.37,2021-01-01
1557523,0.06,2021-01-01
1557746,3.69,2021-01-01
1557860,1.1,2021-01-01
1557883,0.37,2021-01-01
1557915,0.06,2021-01-01
1558583,1.8,2021-01-01
1558629,0.06,2021-01-01
1558633,1.1,2021-01-01
1558773,1.1,2021-01-01
1558785,0.95,2021-01-01
1559053,2.38,2021-01-01
1559720,0,2021-01-01
1559909,0.06,2021-01-01
1559991,0,2021-01-01
1559998,0.73,2021-01-01
1560186,0.06,2021-01-01
1560241,2.38,2021-01-01
1560258,3.05,2021-01-01
1560327,2.38,2021-01-01
1560385,2.38,2021-01-01
1560443,0,2021-01-01
1560672,0.73,2021-01-01
1561032,2.38,2021-01-01
1561387,2.38,2021-01-01
1561550,3.69,2021-01-01
1561551,0,2021-01-01
1561566,1.1,2021-01-01
1561603,0.06,2021-01-01
1561627,1.8,2021-01-01
1561660,2.38,2021-01-01
1561680,2.38,2021-01-01
1561694,0.06,2021-01-01
1561743,2.38,2021-01-01
1561865,0,2021-01-01
1561894,2.38,2021-01-01
1561921,0.73,2021-01-01
1561964,0.37,2021-01-01
1562039,0.37,2021-01-01
1562051,0.06,2021-01-01
1562214,0.37,2021-01-01
1562401,0.84,2021-01-01
1562463,0.84,2021-01-01
1562476,2.38,2021-01-01
1562594,0,2021-01-01
1562767,0.37,2021-01-01
1562818,0,2021-01-01
1562834,0,2021-01-01
1563291,0.06,2021-01-01
1563407,0.37,2021-01-01
1563411,1.1,2021-01-01
1563568,0.73,2021-01-01
1563577,2.38,2021-01-01
1563665,0.73,2021-01-01
1563696,0,2021-01-01
1563699,0.37,2021-01-01
1563855,0,2021-01-01
1563880,3.05,2021-01-01
1564180,1.36,2021-01-01
1564216,0.06,2021-01-01
1564406,0,2021-01-01
1564408,3.69,2021-01-01
1564538,3.09,2021-01-01
1564584,0.06,2021-01-01
1564618,2.38,2021-01-01
1564708,2.38,2021-01-01
1564709,0,2021-01-01
1564824,2.38,2021-01-01
1564902,3.69,2021-01-01
1565025,1.1,2021-01-01
1565228,2.38,2021-01-01
1565337,0.37,2021-01-01
1565381,0.06,2021-01-01
1566044,2.38,2021-01-01
1566049,0,2021-01-01
1566373,0.73,2021-01-01
1566388,1.1,2021-01-01
1566469,2.38,2021-01-01
1566610,1.8,2021-01-01
1566826,2.38,2021-01-01
1566844,0.37,2021-01-01
1566897,0.37,2021-01-01
1567094,1.1,2021-01-01
1567345,2.38,2021-01-01
1567514,2.38,2021-01-01
1567529,3.09,2021-01-01
1567569,0.06,2021-01-01
1567683,2.38,2021-01-01
1567892,2.38,2021-01-01
1567900,0,2021-01-01
1568066,1.1,2021-01-01
1568079,0,2021-01-01
1568100,2.38,2021-01-01
1568162,2.38,2021-01-01
1568292,0,2021-01-01
1568319,0.37,2021-01-01
1568385,2.38,2021-01-01
1568832,0,2021-01-01
1569187,0.84,2021-01-01
1569391,0.37,2021-01-01
1569650,1.1,2021-01-01
1569994,2.38,2021-01-01
1570318,0,2021-01-01
1570562,2.38,2021-01-01
1570585,2.38,2021-01-01
1570827,0.84,2021-01-01
1571088,0.37,2021-01-01
1571123,2.38,2021-01-01
1571283,0.84,2021-01-01
1571329,0.73,2021-01-01
1571498,2.38,2021-01-01
1571776,0.84,2021-01-01
1571934,1.36,2021-01-01
1571949,2.38,2021-01-01
1571996,2.38,2021-01-01
1572280,0,2021-01-01
1572334,0.73,2021-01-01
1572446,0.06,2021-01-01
1572552,0.37,2021-01-01
1572621,0.06,2021-01-01
1572684,0.37,2021-01-01
1572694,2.38,2021-01-01
1572910,2.38,2021-01-01
1573097,2.38,2021-01-01
1573166,0,2021-01-01
1573221,2.38,2021-01-01
1573312,0.06,2021-01-01
1573516,0.84,2021-01-01
1573698,0.06,2021-01-01
1574085,0.84,2021-01-01
1574135,0.95,2021-01-01
1574197,2.38,2021-01-01
1574232,1.36,2021-01-01
1574235,2.38,2021-01-01
1574460,0.37,2021-01-01
1574532,0.37,2021-01-01
1574565,1.36,2021-01-01
1574596,0.73,2021-01-01
1574648,0.37,2021-01-01
1574676,0,2021-01-01
1574774,2.38,2021-01-01
1574815,2.38,2021-01-01
1574963,0.37,2021-01-01
1575051,2.38,2021-01-01
1575360,1.1,2021-01-01
1575434,0,2021-01-01
1575515,2.38,2021-01-01
1575571,0,2021-01-01
1575599,1.1,2021-01-01
1575771,0,2021-01-01
1575793,3.05,2021-01-01
1575828,2.38,2021-01-01
1575879,0.37,2021-01-01
1575965,2.38,2021-01-01
1575969,1.1,2021-01-01
1575988,0,2021-01-01
1576018,2.38,2021-01-01
1576044,0.95,2021-01-01
1576169,2.38,2021-01-01
1576263,2.38,2021-01-01
1576280,2.38,2021-01-01
1576340,0.06,2021-01-01
1576427,2.38,2021-01-01
1576789,1.1,2021-01-01
1576914,1.8,2021-01-01
1576940,0.84,2021-01-01
1576942,3.69,2021-01-01
1577095,0.95,2021-01-01
1577368,2.38,2021-01-01
1577437,0.06,2021-01-01
1577526,1.1,2021-01-01
1577552,1.1,2021-01-01
1577670,0.84,2021-01-01
1577791,0.73,2021-01-01
1577916,2.38,2021-01-01
1578318,1.1,2021-01-01
1578348,0.06,2021-01-01
1578453,1.36,2021-01-01
1578620,0.37,2021-01-01
1578685,0.95,2021-01-01
1578732,1.8,2021-01-01
1578735,2.38,2021-01-01
1578776,0.73,2021-01-01
1578809,0.37,2021-01-01
1578845,2.38,2021-01-01
1578932,0.37,2021-01-01
1578987,0.73,2021-01-01
1579157,0.73,2021-01-01
1579214,2.38,2021-01-01
1579241,0.84,2021-01-01
1579252,2.38,2021-01-01
1579298,2.38,2021-01-01
1579428,2.38,2021-01-01
1579471,0.95,2021-01-01
1579684,2.38,2021-01-01
1579695,0.06,2021-01-01
1579733,1.1,2021-01-01
1579762,1.1,2021-01-01
1579823,2.38,2021-01-01
1579877,0.84,2021-01-01
1579910,3.05,2021-01-01
1580063,1.8,2021-01-01
1580149,1.36,2021-01-01
1580156,2.38,2021-01-01
1580167,0,2021-01-01
1580185,1.1,2021-01-01
1580345,1.8,2021-01-01
1580608,2.38,2021-01-01
1580670,1.1,2021-01-01
1580732,0.37,2021-01-01
1580808,2.38,2021-01-01
1580864,0,2021-01-01
1580905,0.84,2021-01-01
1581068,2.38,2021-01-01
1581091,2.38,2021-01-01
1581280,3.69,2021-01-01
1581607,0,2021-01-01
1581641,0.06,2021-01-01
1581720,0.95,2021-01-01
1581804,0.06,2021-01-01
1581908,0.95,2021-01-01
1581934,0,2021-01-01
1581990,2.38,2021-01-01
1582086,0,2021-01-01
1582313,2.38,2021-01-01
1582484,0.06,2021-01-01
1582554,2.38,2021-01-01
1582568,2.38,2021-01-01
1582581,1.36,2021-01-01
1582616,0.37,2021-01-01
1582817,0,2021-01-01
1582966,0.37,2021-01-01
1582982,0.73,2021-01-01
1583001,0,2021-01-01
1583103,0.37,2021-01-01
1583107,2.38,2021-01-01
1583513,0,2021-01-01
1583648,0.73,2021-01-01
1583744,0.37,2021-01-01
1583771,2.38,2021-01-01
1583994,0.84,2021-01-01
1584133,0.37,2021-01-01
1584207,2.38,2021-01-01
1584371,0.06,2021-01-01
1584425,1.1,2021-01-01
1584509,3.69,2021-01-01
1584547,1.36,2021-01-01
1584549,1.8,2021-01-01
1584754,1.8,2021-01-01
1584770,0,2021-01-01
1584831,0.73,2021-01-01
1585023,0.37,2021-01-01
1585064,0.37,2021-01-01
1585364,2.38,2021-01-01
1585521,3.69,2021-01-01
1585583,2.38,2021-01-01
1585608,0.73,2021-01-01
1585689,2.38,2021-01-01
1585790,2.38,2021-01-01
1585855,0.06,2021-01-01
1586049,2.38,2021-01-01
1586105,2.38,2021-01-01
1586300,1.1,2021-01-01
1587221,2.38,2021-01-01
1587246,1.1,2021-01-01
1587264,1.36,2021-01-01
1587523,2.38,2021-01-01
1587732,2.38,2021-01-01
1587755,0.37,2021-01-01
1587987,2.38,2021-01-01
1588084,1.36,2021-01-01
1588216,0.37,2021-01-01
1588238,0.95,2021-01-01
1588489,1.8,2021-01-01
1588823,1.1,2021-01-01
1588869,0,2021-01-01
1588972,2.38,2021-01-01
1589061,1.1,2021-01-01
1589094,0.37,2021-01-01
1589149,0.73,2021-01-01
1589420,0.06,2021-01-01
1589526,2.38,2021-01-01
1590364,2.38,2021-01-01
1590418,3.09,2021-01-01
1590521,0.06,2021-01-01
1590560,2.38,2021-01-01
1590584,0.84,2021-01-01
1590714,2.38,2021-01-01
1590715,0.73,2021-01-01
1590717,2.38,2021-01-01
1590750,0.73,2021-01-01
1590877,2.38,2021-01-01
1590895,0.84,2021-01-01
1590955,2.38,2021-01-01
1590976,2.38,2021-01-01
1591165,0.73,2021-01-01
1591587,0.84,2021-01-01
1591588,2.38,2021-01-01
1591670,0.73,2021-01-01
1591698,2.38,2021-01-01
1591763,2.38,2021-01-01
1591877,0.37,2021-01-01
1591890,0.73,2021-01-01
1591956,0.73,2021-01-01
1592000,2.38,2021-01-01
1592016,0.73,2021-01-01
1592057,3.69,2021-01-01
1592058,2.38,2021-01-01
1592288,0.37,2021-01-01
1592329,0.37,2021-01-01
1592379,0.95,2021-01-01
1592386,2.38,2021-01-01
1592480,0.37,2021-01-01
1592560,3.09,2021-01-01
1592900,0.06,2021-01-01
1593034,3.69,2021-01-01
1593195,2.38,2021-01-01
1593222,0.84,2021-01-01
1593538,2.38,2021-01-01
1593548,2.38,2021-01-01
1593899,0,2021-01-01
1593936,2.38,2021-01-01
1593984,1.1,2021-01-01
1594124,0.95,2021-01-01
1594337,0.95,2021-01-01
1594466,2.38,2021-01-01
1594555,0.73,2021-01-01
1594590,1.1,2021-01-01
1594617,0.37,2021-01-01
1594686,2.38,2021-01-01
1594805,1.1,2021-01-01
1594864,0.95,2021-01-01
1594879,0.37,2021-01-01
1595097,2.38,2021-01-01
1595248,0.73,2021-01-01
1595262,0.95,2021-01-01
1595353,1.1,2021-01-01
1595527,2.38,2021-01-01
1595585,3.69,2021-01-01
1595761,1.1,2021-01-01
1595893,3.69,2021-01-01
1595974,3.69,2021-01-01
1596318,0.06,2021-01-01
1596532,2.38,2021-01-01
1596783,2.38,2021-01-01
1596812,1.36,2021-01-01
1596856,1.1,2021-01-01
1596946,1.8,2021-01-01
1596961,3.05,2021-01-01
1596964,1.1,2021-01-01
1596967,2.38,2021-01-01
1596993,2.38,2021-01-01
1597033,3.69,2021-01-01
1597095,3.09,2021-01-01
1597264,2.38,2021-01-01
1597426,0.06,2021-01-01
1597503,0,2021-01-01
1597553,2.38,2021-01-01
1597659,0.06,2021-01-01
1597672,2.38,2021-01-01
1597680,1.36,2021-01-01
1597835,1.36,2021-01-01
1597846,0.73,2021-01-01
1598014,2.38,2021-01-01
1598085,0.06,2021-01-01
1598110,1.1,2021-01-01
1598428,2.38,2021-01-01
1598599,0.06,2021-01-01
1598646,2.38,2021-01-01
1598655,1.1,2021-01-01
1598665,0.73,2021-01-01
1598674,2.38,2021-01-01
1598696,0.37,2021-01-01
1598981,0,2021-01-01
1599222,0.95,2021-01-01
1599298,2.38,2021-01-01
1599407,0.73,2021-01-01
1599489,2.38,2021-01-01
1599617,0,2021-01-01
1599891,0.37,2021-01-01
1599901,0,2021-01-01
1599947,2.38,2021-01-01
1600033,3.69,2021-01-01
1600422,0.73,2021-01-01
1600438,2.38,2021-01-01
1600470,2.38,2021-01-01
1600527,0.95,2021-01-01
1600620,0,2021-01-01
1600847,3.09,2021-01-01
1600890,0,2021-01-01
1600987,0.06,2021-01-01
1601046,2.38,2021-01-01
1601072,1.1,2021-01-01
1601347,0.37,2021-01-01
1601545,0.37,2021-01-01
1601548,2.38,2021-01-01
1601669,0.73,2021-01-01
1601712,2.38,2021-01-01
1601936,1.36,2021-01-01
1602065,2.38,2021-01-01
1602078,1.8,2021-01-01
1602367,0,2021-01-01
1602409,1.8,2021-01-01
1602584,0,2021-01-01
1602658,0.84,2021-01-01
1602842,1.36,2021-01-01
1603016,0.06,2021-01-01
1603145,0.84,2021-01-01
1603207,1.36,2021-01-01
1603429,1.1,2021-01-01
1603454,0.73,2021-01-01
1603469,3.09,2021-01-01
1603756,2.38,2021-01-01
1603923,2.38,2021-01-01
1603969,0,2021-01-01
1603978,2.38,2021-01-01
1603993,0.06,2021-01-01
1603998,0.06,2021-01-01
1604028,2.38,2021-01-01
1604174,0.06,2021-01-01
1604191,0.73,2021-01-01
1604416,0.95,2021-01-01
1604464,2.38,2021-01-01
1604477,1.36,2021-01-01
1604481,1.1,2021-01-01
1604522,0.06,2021-01-01
1604643,3.69,2021-01-01
1604665,2.38,2021-01-01
1604738,0.73,2021-01-01
1604778,2.38,2021-01-01
1604821,2.38,2021-01-01
1604868,1.8,2021-01-01
1604924,0.06,2021-01-01
1604929,0.06,2021-01-01
1604950,3.05,2021-01-01
1605301,0.73,2021-01-01
1605484,1.1,2021-01-01
1605607,1.1,2021-01-01
1605725,0.37,2021-01-01
1606012,0.37,2021-01-01
1606113,1.1,2021-01-01
1606163,3.05,2021-01-01
1606180,1.8,2021-01-01
1606268,2.38,2021-01-01
1606440,2.38,2021-01-01
1606498,2.38,2021-01-01
1606645,0.37,2021-01-01
1606698,1.8,2021-01-01
1606745,2.38,2021-01-01
1606757,1.8,2021-01-01
1606909,0.73,2021-01-01
1607245,0.06,2021-01-01
1607250,0.37,2021-01-01
1607310,0.37,2021-01-01
1607678,0.06,2021-01-01
1607716,2.38,2021-01-01
1607741,0,2021-01-01
1607827,0.06,2021-01-01
1607849,0.06,2021-01-01
1607962,0.73,2021-01-01
1607997,0.06,2021-01-01
1608249,0.73,2021-01-01
1608269,0,2021-01-01
1608298,0,2021-01-01
1608390,1.36,2021-01-01
1608638,0.37,2021-01-01
1608741,0.06,2021-01-01
1608742,0.06,2021-01-01
1609065,0.73,2021-01-01
1609132,0.37,2021-01-01
1609253,3.69,2021-01-01
1609351,0.37,2021-01-01
1609550,3.69,2021-01-01
1609653,0.06,2021-01-01
1609702,2.38,2021-01-01
1609711,2.38,2021-01-01
1609727,1.36,2021-01-01
1609804,0.84,2021-01-01
1609809,3.69,2021-01-01
1609951,0.37,2021-01-01
1609989,0.37,2021-01-01
1610092,1.36,2021-01-01
1610114,0.84,2021-01-01
1610128,0.37,2021-01-01
1610250,2.38,2021-01-01
1610418,2.38,2021-01-01
1610466,2.38,2021-01-01
1610520,1.1,2021-01-01
1610532,0.37,2021-01-01
1610590,1.36,2021-01-01
1610601,1.1,2021-01-01
1610618,0.73,2021-01-01
1610793,0.37,2021-01-01
1610820,1.36,2021-01-01
1610853,0.73,2021-01-01
1610950,2.38,2021-01-01
1611005,1.1,2021-01-01
1611110,0.73,2021-01-01
1611231,0.37,2021-01-01
1611277,0.73,2021-01-01
1611547,0.84,2021-01-01
1611647,2.38,2021-01-01
1611702,0,2021-01-01
1611746,1.36,2021-01-01
1611747,1.36,2021-01-01
1611787,0.37,2021-01-01
1611820,1.1,2021-01-01
1611842,1.36,2021-01-01
1611852,0,2021-01-01
1611983,2.38,2021-01-01
1611988,0,2021-01-01
1612042,1.1,2021-01-01
1612630,2.38,2021-01-01
1612720,2.38,2021-01-01
1612875,0.06,2021-01-01
1612940,1.36,2021-01-01
1613011,0,2021-01-01
1613103,2.38,2021-01-01
1613170,1.36,2021-01-01
1613780,1.1,2021-01-01
1613859,2.38,2021-01-01
1614067,0.73,2021-01-01
1614170,0.06,2021-01-01
1614178,2.38,2021-01-01
1614184,2.38,2021-01-01
1614436,0.95,2021-01-01
1614522,0,2021-01-01
1614744,1.36,2021-01-01
1614806,0.84,2021-01-01
1614818,0.37,2021-01-01
1615063,0.73,2021-01-01
1615153,0,2021-01-01
1615165,2.38,2021-01-01
1615219,3.05,2021-01-01
1615346,2.38,2021-01-01
1615418,0.37,2021-01-01
1615817,0.37,2021-01-01
1615857,0.06,2021-01-01
1615903,1.1,2021-01-01
1615905,0.06,2021-01-01
1616000,2.38,2021-01-01
1616101,0.37,2021-01-01
1616212,1.1,2021-01-01
1616262,0.73,2021-01-01
1616291,3.09,2021-01-01
1616297,0.37,2021-01-01
1616318,2.38,2021-01-01
1616533,2.38,2021-01-01
1616543,2.38,2021-01-01
1616678,0,2021-01-01
1616707,3.69,2021-01-01
1616817,0.37,2021-01-01
1616862,2.38,2021-01-01
1617049,0.37,2021-01-01
1617227,0.73,2021-01-01
1617291,0,2021-01-01
1617406,2.38,2021-01-01
1617582,0.37,2021-01-01
1617640,2.38,2021-01-01
1617669,0.73,2021-01-01
1617798,0.95,2021-01-01
1617898,0.37,2021-01-01
1618181,1.1,2021-01-01
1618500,1.36,2021-01-01
1618561,0.37,2021-01-01
1618563,0.84,2021-01-01
1618673,2.38,2021-01-01
1618732,3.69,2021-01-01
1618756,2.38,2021-01-01
1618835,2.38,2021-01-01
1618921,2.38,2021-01-01
1619087,0.37,2021-01-01
1619250,2.38,2021-01-01
1619544,1.1,2021-01-01
1619551,0,2021-01-01
1619762,1.1,2021-01-01
1619917,0,2021-01-01
1619954,0.84,2021-01-01
1620053,0.06,2021-01-01
1620179,2.38,2021-01-01
1620280,0.84,2021-01-01
1620393,2.38,2021-01-01
1620459,2.38,2021-01-01
1620463,1.36,2021-01-01
1620533,2.38,2021-01-01
1620546,0.95,2021-01-01
1620664,0.06,2021-01-01
1620737,0.06,2021-01-01
1620928,0.95,2021-01-01
1621221,0.73,2021-01-01
1621227,2.38,2021-01-01
1621434,2.38,2021-01-01
1621443,3.05,2021-01-01
1621563,2.38,2021-01-01
1621672,0.73,2021-01-01
1621832,0.73,2021-01-01
1622148,0.06,2021-01-01
1622175,0,2021-01-01
1622194,0.84,2021-01-01
1622229,3.69,2021-01-01
1622345,0.73,2021-01-01
1622353,2.38,2021-01-01
1622536,0.37,2021-01-01
1622577,0,2021-01-01
1622893,0.95,2021-01-01
1623526,3.69,2021-01-01
1623595,0,2021-01-01
1623613,2.38,2021-01-01
1623919,0.95,2021-01-01
1623925,2.38,2021-01-01
1624322,1.8,2021-01-01
1624326,2.38,2021-01-01
1624512,0.73,2021-01-01
1624658,3.05,2021-01-01
1624794,2.38,2021-01-01
1624826,0.37,2021-01-01
1624899,1.1,2021-01-01
1624982,0.37,2021-01-01
1625042,0,2021-01-01
1625101,2.38,2021-01-01
1625297,1.1,2021-01-01
1625414,1.1,2021-01-01
1625584,0,2021-01-01
1625791,1.1,2021-01-01
1626115,2.38,2021-01-01
1626199,2.38,2021-01-01
1626450,0.84,2021-01-01
1626853,2.38,2021-01-01
1626878,0,2021-01-01
1626971,0.73,2021-01-01
1627014,2.38,2021-01-01
1627223,2.38,2021-01-01
1627272,1.1,2021-01-01
1627281,1.1,2021-01-01
1627475,3.69,2021-01-01
1627487,0.37,2021-01-01
1627606,0.73,2021-01-01
1627811,0,2021-01-01
1627854,0.06,2021-01-01
1627857,1.1,2021-01-01
1628063,0.84,2021-01-01
1628111,0.06,2021-01-01
1628171,2.38,2021-01-01
1628369,2.38,2021-01-01
1628738,0.95,2021-01-01
1628808,0.06,2021-01-01
1628871,0,2021-01-01
1628908,2.38,2021-01-01
1629137,2.38,2021-01-01
1629210,1.36,2021-01-01
1629220,0.37,2021-01-01
1629261,0,2021-01-01
1629995,0.37,2021-01-01
1630113,0.73,2021-01-01
1630132,0.37,2021-01-01
1630212,0.73,2021-01-01
1630472,0.84,2021-01-01
1630805,2.38,2021-01-01
1630856,0.73,2021-01-01
1630940,0,2021-01-01
1631282,0.73,2021-01-01
1631487,1.36,2021-01-01
1631569,1.8,2021-01-01
1631574,2.38,2021-01-01
1631596,2.38,2021-01-01
1631650,2.38,2021-01-01
1631761,1.36,2021-01-01
1632127,2.38,2021-01-01
1632790,2.38,2021-01-01
1632933,0.37,2021-01-01
1633061,0.06,2021-01-01
1633070,3.05,2021-01-01
1633142,0.37,2021-01-01
1633336,2.38,2021-01-01
1633438,1.1,2021-01-01
1633441,3.09,2021-01-01
1633651,2.38,2021-01-01
1633917,3.69,2021-01-01
1633931,2.38,2021-01-01
1633932,1.36,2021-01-01
1633978,2.38,2021-01-01
1634038,2.38,2021-01-01
1634117,2.38,2021-01-01
1634379,1.36,2021-01-01
1634432,2.38,2021-01-01
1634447,0.73,2021-01-01
1634997,0.84,2021-01-01
1635088,0.06,2021-01-01
1635193,0.06,2021-01-01
1635282,1.8,2021-01-01
1635327,0.95,2021-01-01
1635581,0.37,2021-01-01
1635650,2.38,2021-01-01
1635881,0.73,2021-01-01
1635977,0,2021-01-01
1635984,0.84,2021-01-01
1636023,1.1,2021-01-01
1636050,3.05,2021-01-01
1636222,2.38,2021-01-01
1636282,2.38,2021-01-01
1636286,1.8,2021-01-01
1636289,0,2021-01-01
1636422,3.69,2021-01-01
1636519,3.69,2021-01-01
1636651,2.38,2021-01-01
1636760,0,2021-01-01
1637207,2.38,2021-01-01
1637459,2.38,2021-01-01
1637520,0.06,2021-01-01
1637558,2.38,2021-01-01
1637655,2.38,2021-01-01
1637736,1.36,2021-01-01
1637761,2.38,2021-01-01
1637810,1.1,2021-01-01
1637890,1.36,2021-01-01
1637913,0.37,2021-01-01
1637921,1.36,2021-01-01
1638097,1.36,2021-01-01
1638287,2.38,2021-01-01
1638290,2.38,2021-01-01
1638833,2.38,2021-01-01
1639225,1.8,2021-01-01
1639300,0.84,2021-01-01
1639457,0.06,2021-01-01
1639498,0.06,2021-01-01
1639581,0.06,2021-01-01
1639669,0,2021-01-01
1639691,2.38,2021-01-01
1639825,3.69,2021-01-01
1639877,3.09,2021-01-01
1639920,1.1,2021-01-01
1639947,0.37,2021-01-01
1640043,1.36,2021-01-01
1640147,1.1,2021-01-01
1640266,2.38,2021-01-01
1640313,1.1,2021-01-01
1640384,0.73,2021-01-01
1640428,1.8,2021-01-01
1640455,2.38,2021-01-01
1641197,0,2021-01-01
1641398,0.73,2021-01-01
1641489,0.73,2021-01-01
1641614,0.73,2021-01-01
1641631,0.73,2021-01-01
1641991,2.38,2021-01-01
1642081,0,2021-01-01
1642122,2.38,2021-01-01
1642271,0.06,2021-01-01
1642375,2.38,2021-01-01
1642380,0.73,2021-01-01
1642453,2.38,2021-01-01
1642545,2.38,2021-01-01
1643171,1.1,2021-01-01
1643269,0,2021-01-01
1643303,1.1,2021-01-01
1643615,1.36,2021-01-01
1643848,0.95,2021-01-01
1643918,1.36,2021-01-01
1643953,2.38,2021-01-01
1643988,1.8,2021-01-01
1644378,2.38,2021-01-01
1644406,2.38,2021-01-01
1644440,3.69,2021-01-01
1644482,0.37,2021-01-01
1644509,0.37,2021-01-01
1644675,3.69,2021-01-01
1644771,0.06,2021-01-01
1644903,2.38,2021-01-01
1644963,2.38,2021-01-01
1645113,2.38,2021-01-01
1645460,2.38,2021-01-01
1645469,0.73,2021-01-01
1645590,3.69,2021-01-01
1645666,2.38,2021-01-01
1645926,0.37,2021-01-01
1646109,0.06,2021-01-01
1646188,1.8,2021-01-01
1646228,2.38,2021-01-01
1646383,0.95,2021-01-01
1646587,0.95,2021-01-01
1646972,2.38,2021-01-01
1647088,2.38,2021-01-01
1647320,0.37,2021-01-01
1647338,1.36,2021-01-01
1647509,0.95,2021-01-01
1647513,2.38,2021-01-01
1647639,0,2021-01-01
1647932,0.06,2021-01-01
1647933,0.06,2021-01-01
1648087,0.73,2021-01-01
1648098,0,2021-01-01
1648257,1.1,2021-01-01
1648416,1.1,2021-01-01
1648893,2.38,2021-01-01
1649009,1.36,2021-01-01
1649094,0,2021-01-01
1649096,0.73,2021-01-01
1649709,0.37,2021-01-01
1649739,0.06,2021-01-01
1649744,2.38,2021-01-01
1649749,1.8,2021-01-01
1649904,3.69,2021-01-01
1649989,3.69,2021-01-01
1650101,0.06,2021-01-01
1650107,1.1,2021-01-01
1650132,2.38,2021-01-01
1650372,1.1,2021-01-01
1650445,0.73,2021-01-01
1650575,0,2021-01-01
1650648,1.36,2021-01-01
1650664,2.38,2021-01-01
1650696,1.36,2021-01-01
1650729,2.38,2021-01-01
1650962,2.38,2021-01-01
1651052,0,2021-01-01
1651094,2.38,2021-01-01
1651235,3.09,2021-01-01
1651308,2.38,2021-01-01
1651311,2.38,2021-01-01
1651390,0.06,2021-01-01
1651407,0.73,2021-01-01
1651431,0.73,2021-01-01
1651561,1.8,2021-01-01
1651625,1.36,2021-01-01
1651717,1.1,2021-01-01
1651944,2.38,2021-01-01
1651987,0.37,2021-01-01
1652044,2.38,2021-01-01
1652106,0.37,2021-01-01
1652130,2.38,2021-01-01
1652133,2.38,2021-01-01
1652362,0.73,2021-01-01
1652499,0.06,2021-01-01
1652535,2.38,2021-01-01
1652923,0.37,2021-01-01
1653087,2.38,2021-01-01
1653242,1.1,2021-01-01
1653247,1.8,2021-01-01
1653477,2.38,2021-01-01
1653558,2.38,2021-01-01
1653653,2.38,2021-01-01
1654151,3.69,2021-01-01
1654595,0.73,2021-01-01
1654795,1.1,2021-01-01
1655020,2.38,2021-01-01
1655050,0.84,2021-01-01
1655075,0.73,2021-01-01
1655099,0.06,2021-01-01
1655210,3.69,2021-01-01
1655544,0.06,2021-01-01
1655759,2.38,2021-01-01
1655888,0.84,2021-01-01
1655891,0.06,2021-01-01
1656081,1.1,2021-01-01
1656328,0,2021-01-01
1656472,0,2021-01-01
1656634,2.38,2021-01-01
1656886,1.1,2021-01-01
1656936,0.84,2021-01-01
1657197,0.95,2021-01-01
1657312,1.36,2021-01-01
1657788,1.8,2021-01-01
1658247,2.38,2021-01-01
1658566,2.38,2021-01-01
1659122,2.38,2021-01-01
